videoId,comments/views
sZKjENdfNIU,0.00041603827552134795
t3HzM0xU5P4,0.001797513861110408
k1EerYqtp1c,0.0008734125458462252
MbYpyHlm-Yg,0.0009195239695142437
M7syCjAGK_w,0.0037976185766842043
VEd-fWQbiIE,0.0005480533146264468
0hq72EDHeKU,3.418102269619907e-05
MuqshhMXR_E,0.002515979872161023
wwXa9v0zztA,0.0008966754035039315
991kcSdUge8,0.0009113554893978978
cFsieoC9ll8,0.0029871977240398294
uZ11jKO7Cek,0.0003327988382295102
fXRLVoMYI-s,0.0
smpfb6jjcK8,0.06451612903225806
VxWBvIdVs0s,0.0
cIP7_2GD3Vw,0.0007894885242203801
a6uCQ2MwnXM,0.004014928749151775
ZXgc4xeq20o,0.004481359860923314
e9VOMZVWOYI,0.0006296421066140494
ZAWDGVFnZaY,0.0004390538389770046
ilzENSn3L_s,0.0014245014245014246
WBtiGBxd1mo,-1
bZl8EGqXmgw,0.0014298359093075509
ao00Mt0UK-I,9.907519497688762e-05
UyWEnGNV2iI,0.00104629871828407
mLCdedZ-mB8,0.00032331070158422246
BZ0tmcR4974,0.0005778120184899846
IYTxT84uIY8,0.0
y4V_HhVPa5E,0.03225806451612903
TfUuzvsNfGI,0.0003713878713878714
8qlJ4-is4d4,0.0003839971726933834
Ey2dZ2bao2w,0.0017513134851138354
ZtlAxPtQW8w,0.0
2B37T5N8y7I,0.0005691130941540703
gAG6cdUyJMw,0.0003158234913919737
gG7pLrEz9yw,0.00046120142972443215
Zv9a4Q0fch0,0.0025771614407559674
i_EYVKsurto,0.00012090436464756378
95dehdEa20M,0.004123711340206186
Yr45cJlUCZU,0.002270663033605813
e3HoTYBr_Xk,0.0025484849257116646
biK4Zn0paW4,0.0038831409137108754
IuPW9FCz_hw,0.009259259259259259
6V6nRr9YTA4,0.00210016155088853
rFsrdOHBcBU,0.0017031353911534282
ajGCmKP7oV8,0.0014525287204542453
YV-n3VoW5Sg,0.005050690492217938
vpjRHmZzrz4,0.0017340466693541688
CCwTfu99hJQ,0.0029888403687530324
O2gxB-Sutwc,0.0028927479996449447
Pe1Xjk_bU_o,0.0012652343915067724
KLvBbtjZ0kM,0.0008243194006868229
dTWc3gsqgh8,0.0024091644230723086
DZvl9T6nw9o,0.0073213202121204125
an9fP8Xy2QE,0.0017495711835334477
FWIZNVgKplA,0.0015871737166774935
e893McDMBUw,0.002104931786468724
ER9dRNE7cy4,0.0012057888778252153
RLV_yaYyQLk,0.0070240812754324075
Zsda3ZMpo2g,0.005114368867582235
sjro931UJ_s,0.008048992079340065
AdZCGKTUsmc,0.00121676112528466
KAybdSF7Tes,0.002974895344250614
PQgcz3dERBE,0.0021491581293427977
JiSUa6IJvVM,0.008739783355105722
xmMZUihhJuA,0.005592841163310962
6fbYGoF5kuk,0.00562035597027821
u1380qlsOxY,0.006796662716510456
OaUF-OQZj2c,0.005568828675585733
Mxb3_clOKmY,0.004258772669929047
BklL7rvW3Jc,0.00177969872243056
ZDqcRtzveME,0.00943281819284287
XX1k2GoepP4,0.0013349371386949674
GGFrfU9pagk,0.001837315597113436
5-hvc4FxFD4,0.005339603527661925
c3YOBzubIXk,0.0006510613814614057
ejLB6s5HvyI,0.0023168211960048635
SXm83naB7A4,0.00666673578782569
LYqBjx7Qkec,0.0010547657352989461
Fm8Ah1s_XtQ,0.0020264565156206025
aNiRI7cIay8,0.0016146309805853331
qMnfMdYRpoU,0.0012157122595271865
K9dj8JYUZtk,0.005613225306453742
Ajl5vAzMjH4,0.00587814675387495
YWTmZwImH9o,0.0057253162477410875
zg5yfG6QGNE,0.002969720886368045
bC59f3kX6-0,0.00954416850047155
VFL2OFDxrVc,0.0012143478920841246
UyuTxXK5Bn8,0.0062804894543683895
cthwYXeKwyg,0.009194172462271546
lh5Jttawd1E,0.0038042179943117023
QlOZR9yRTnA,0.008074920778632866
DTDaJKniGes,0.0036488182305030015
8AsEtxuUlDo,0.007112186023632134
SuIYw5jybmg,0.00051513200257566
WJwwjN6BYrU,0.0034428631226454585
bAb_oqmqyVA,0.001377765442867338
E_3v5vVqLjM,0.0021044125321975117
JitL6exvNd0,0.006659249497720841
S07SqzxJpJg,0.0
fvzzV4YUMko,0.0024550273191969356
VT5SWbMeGZY,0.001152770162934222
p824hbSmvCI,0.006001979147245687
vpG7gqSWjH8,0.005422739722256631
C-eWsbt2kxs,0.007700709239468554
11ypZudY-9A,0.001359592386282637
t-tWO5jBP5A,0.0002629647749510763
N-uBWfutf44,0.004433414550967832
ubmo4e4PNrk,0.0011848875032663248
q3CzyDGI-Ak,0.0008689046339925423
7-wHjNAjMbY,0.012120780007842858
m7UKRFnexJE,0.0017999253789478431
Q98fFXRlgwU,0.0010720949012837293
j75X5O9pv_A,0.0023747252612320575
ZYriJKQqSDk,0.0021160669943931423
l4P6TKgijFo,0.0017017745868328365
mXTPVcx10w0,0.0006514806898837622
lKAnZtF610w,-1
pWGNOsFuFkU,0.0016821718565612697
dcfh-1f465Y,0.003725232394528637
gX-Netrek5g,0.0018791436172458933
Hnjayaozb9M,0.003997432543325832
pnKUyrkMsf8,0.00810728898317927
1Zo4xpI4UmE,0.00021665342673503286
1wZJpVRe2rY,0.004810895812788187
Q3DyO8nlS3w,0.0007901327155120461
tH3QxFG9DaA,0.0010009404809888487
bGi_FhuJDq0,0.00036085450346420324
8Wfll2uooJA,0.003407225481338203
Y-eCVRvYnxw,0.0019475707071577532
EGfmkl2hCvY,0.0008232095192955322
SxK6pn-igTU,0.0010248984504287648
8lP_PZai5h0,0.0030620726815148718
VzFVPsP4Hr4,0.0008078341411674745
-6UeKeyho18,0.0009253651669789604
6C15YvjFTR0,0.0019220424082126686
sAT-bwaWU5I,0.0014075550091151906
fvCTNm9Lw20,0.004774040923834841
eyuGcQVK5OY,0.001808301512043918
pwfP0--pfBY,0.002396110660956129
cn1PZ2PwD4I,0.0009833729528112318
ZrC4hdKjuVY,0.001472053835111684
A3LVGtlJdj4,0.0013063772739282324
OgV1GGyRdb4,0.00128714351650209
m4Dwowg1ngQ,0.001956388832280416
Kyu3NdRwxrk,0.003630285585658935
ci-wNbFZrow,0.0009517199532867586
-xOaI_PprGM,0.0010948988359096405
_44_RujM8JY,0.0007828664094391321
TiUW2VS3nVc,0.0023276768283526056
9Bvj7W8vrRo,0.001871195433335702
o2f5Y4JfaNU,0.0032529341096017004
Ysa5y6KcLd0,0.0160521125918843
tWe2R9KkXcY,0.0008105780434672475
j0-I0Jq1i4U,0.0013201320132013201
EwxswOsLbAA,0.0015142514356268418
lZ6n8jd2agQ,0.0011655594685449015
7Kg6PEfqd_Q,0.0025315988851481288
Hj2VOLVa-Pg,0.001960553660353684
tpt-amzZAnc,0.0008188331627430911
PPVjqJvAo2g,0.001858291567441536
6xduGOoPquQ,0.0003495434089220955
xOHBJtde2-c,0.0019583147741410296
c4atm5-inho,0.0010142702184907095
ZjevzfhvwEo,0.0034344095124485318
GQtNf4IKhXI,0.0015351482688166105
xadoqncFr4w,0.003723920322211954
2p58i5nAJmM,0.005107198517332884
yfQR9_SbJx4,0.0009462229932187353
BxrDLfqh55U,0.004644702784116018
-rOArlZ9Lvs,0.0008698362533253115
xlN3PBVbvUI,0.012434904026511815
LNCj0eeG0Aw,0.00217868322257927
OsSpPXtL9YY,0.0017469990110208988
aHTSkZ_5gUM,0.0031791541109583298
83AVO_aaDm4,0.00021767522855898998
15puQuoAeqc,0.0014295711286614016
UF-8bV8lfJM,0.00515735185769919
TvYtisAq6k0,7.720457668730602e-05
CVpNNVeBBrA,0.0026017061715209026
Gl32xLJ0lXE,0.0014128202513946139
ANf3eVzGuJc,0.0008743806470416788
4rBEdrA1r_M,0.0019721076409349833
AUScmPg0wr4,0.004286874332752132
PN38w0abbfw,0.002151125879699045
rpW9Q2540w4,0.00042042920337805723
JoCgvMFAtXE,0.0035443334602653855
oRxSaYziMzY,0.0
F5gARd73FPQ,0.0020692481048965377
U0ytk-MutP4,0.00018885741265344664
K7lVEErc5og,0.002479232403889497
3OijDt7vUVk,0.00365299458349079
rhbKLuevJqQ,0.0032057477930279013
hN3wxNhrF_k,0.0011028001534330648
AkPyKULwOEI,0.0030707088907908765
4dTQrRrwyWk,0.005719357065378168
IDn5Dr4jFGw,0.002618059959390981
rI_xK39SaQE,0.002404955927035355
Bn5kl1mAqFo,0.0059544969783149665
8rlcLQ5kXfg,0.007118909418523934
4QGngqooqX4,0.0020267793613488864
_iVbhergGGA,0.002980089831722281
wJL8P0NVIUA,0.0006606378946228407
Zb14y6V93f4,0.0018211894196052234
lzy0KCpEDgE,0.0027671238974161147
okt7nqOYF5w,0.0032022685951011076
U3CM9PcVZUM,0.0008859874096525997
fUavAorDcZg,0.001389943255361795
xwsJr3f5pks,0.0010558412597278478
I_kwsRdDhDY,0.0011452198227140222
i3hLusPU6lU,0.001144395826321104
Qys7KPGxRdk,0.0020198945781048964
mCsYrpQ2w3M,0.0008404335477887904
xX3NOBiSie8,0.001670111842735698
zF9qdiUG0Tc,0.0014387097554193415
UrqEhhp2jMw,0.001754462675309627
mHCfwoJSP50,5.425935973955508e-05
9yNi_YjeyDM,0.0003222687721559781
lzOP3MTjDOo,0.002066685037200331
HBpwya-G-6E,0.0006093020106966354
6IQ_VifOe74,0.0016314112051103785
xCARO_p1698,0.003374250974460411
cnKXg_cBczI,0.0017321858361899205
pXDe-lonyLI,0.001211500389059068
k6hnefjjI5A,0.002696590118302018
F6wtGH2RuKA,0.004463883496736041
pI338_dytzE,0.0013376713182864204
pXoJ-jF8d50,0.0010565519427348847
ZofHBgo6Sc4,0.007722007722007722
Y0gzpgopALE,0.002221205003714515
e_NSmUvq2O0,0.0005284364885395337
IDc3Sfv8wMQ,0.0009057529923936227
uTkmUU7SsPw,0.00892976142876183
0in6rfjJRA0,0.005006041774555498
75lPmNnMQ-Q,0.0012912517692632416
Yjbbhxkxfng,0.0
d_GyTaQJtAw,0.02040816326530612
mzRXu5Gc9y0,0.0021670918079414883
NXEk2RWTTuk,0.0007031918796624679
ZVLs6BiYNSM,0.00813704055113238
t8qQKkAIKQg,0.0011595425077742054
xq-0jelnNVM,0.002336110709398952
q7aaYDyC2YA,0.002526998850891469
kJQP7kiw5Fk,0.00038714667553428
XQJi_jPG8gE,0.0006805035726437564
vy2OM3e5tUE,0.0002444339781259808
ZpsLsmGo6II,0.0005424450997072678
1X_yQ8m0Q2o,8.263614059342843e-05
nlQxDHfXhd0,0.0011314357432540016
tl_6qt72UTg,0.00038788148425560195
72UO0v5ESUo,0.0007899134922211399
rBPrIwwMYAw,0.0016786950051319114
yEM-3yMI6yc,0.00011632298441803136
w-6kttFzsqc,0.0002434204044256148
WBkeBvG4IpY,0.0062333978897461135
RVl1ZWxoe2w,3.290319773088227e-05
Q4a9uwV4nmo,0.0001605685832794504
gR965hqGBd0,0.001053113449859848
h8Wh18cYKvY,0.0007793190093381481
T--VFcUUPrg,0.0003784704207739687
_cDoRRsfay0,0.00016954780367225278
8zbpU1oGvto,0.0011233948416013273
e4WSs4WMGx0,0.0006340196156971355
Axn6swDxUDc,0.00043547426702571077
weKJWqw8-3g,5.808117267605336e-05
oFEw5jLlTA8,0.0003935274475653898
UC7q7lR5kIs,0.003224683959556272
cJXnrMSr7zg,0.0008758653549707111
mnvagBdO128,0.0005512925575504731
7YYyPAOcVVA,0.0007252109540677347
nZD3xQaXdYE,0.0001706319465087977
h6vj8Ryu0LI,0.0006121787888804639
AijV0lS7zyY,0.00012579686765799532
O1qVr_1thLo,0.00025159489624319744
oX0jcZQ16ew,7.80017212916889e-05
5mA82CWRopw,0.0005565979819951945
uiZbuWPo-dA,0.00046968559693460815
R9yNWbetJVU,0.00043950462037362537
hKqf9ThWN7o,0.001213280688347681
BBNR5VLYZUc,0.0005583627228652861
I_ZUZl3RYfU,0.0003093941844749255
2VNOvUkYCRU,0.00020183129969137694
8UHN_UwDo6s,0.00037650770169896314
MvDaL_D4fZQ,0.0002910993136231369
45xwXO2EJk8,0.0011710838284842145
eWCXdTLxf4Q,0.00015798360968043157
t9OKlHH6BwM,0.0010247938185729073
Nf6UCfL_xCc,0.0004899424417052469
W_8-WA_vBuQ,0.000502108857200241
4bmUFRxNEIg,0.0008988983655045071
VJVJKwVmXok,0.0007129606713637302
-t9LjQdrMiM,0.0004435039614028476
8hRGBcr_gJc,9.566667482920788e-05
6L-3pkA_js0,0.0006043009748473453
W13MxGLmhqI,0.0005564122017351231
u7p8o6lZGxw,0.0011828574290767163
-P8KeFV8HhA,9.132343025138334e-05
-bwcoWcoji0,0.00020558312209351234
RwmtZJ0BQ7I,0.0002130239894736425
zTMLfXLqfZU,0.0030010718113612006
IfbB2IIZEpI,0.00015808896701218804
whwe0KD_rGw,0.00031229118975556464
5uqadN15Wjo,0.00041392156186402675
7M6KF0KSk5o,0.00014949235131400578
vp3jS-KegTI,0.003426367933842062
vZ3F9HiPUII,0.0005193337232579937
yhN_wvraz-Y,0.00016175011485030657
ARoHfTBQer4,0.001202952463764326
DskgUN-4vK4,0.00980392156862745
rG6LSceQCLw,0.015756273935169415
WTg1EvLMlv8,9.751052745492699e-05
Z_83dLLERD4,0.0002656108724829304
7xt92SQhJ2Q,4.862228206309275e-05
USHimdV3EzM,0.0005527679387361929
1GSRoLgLjuQ,0.0015787718767689457
jtatzJRPNZE,0.00029515628557543524
EsfSuL-VFBw,7.149847019344145e-05
WEMbpF-KDDY,0.0005572542387664814
CuDdhvvv9d8,0.00043180926618772433
N972I0t4H5A,0.007773340269544651
yyM9ZA33IJI,0.0013689556957099944
cSEFT41noiE,0.0002333912315186567
TVK6UNFjxSM,8.94575011781001e-05
XUJSH8pJOuU,0.0006162207795809083
gASAtd67D84,6.945162544810774e-05
bI3x6Orv1UI,0.00047886027318374034
TfAaW9ZOTIU,0.0014612103745583389
wjjoC391o-4,0.0001399685993848529
zlabsbE4aiQ,0.0006247968600090635
IX3z6tj9dxg,4.952026488510468e-05
Ckw2lfuVTdM,5.543484327109024e-05
V7MvgS9kWME,0.0002971429322050961
_amXH_bMhwU,0.0002283261149748474
c6Bnx3ktFjg,0.0003341926859543588
sneh9h2BrXU,0.004982462009219129
XQqZ9lXbaK0,0.0004126023662172644
bUiRXoeUO9U,0.0002626198069424151
ZkE4lGNPjkc,0.0007876526076927404
0hIFLbujFMo,0.00032954890283139947
vRpLJS3929I,0.00045623265881979553
c3Ql7uW-XWM,0.00022350780345278855
8Kfjioi0aFA,0.00047389476743020905
4yNn9K40uf8,0.0005955015051437126
zBTEDnlaFpE,0.00011680196227296618
dgFgGrljh1I,5.587325710358622e-05
nSJ74VjTZns,0.00033879481497648626
kY9L8rd-2eM,0.00024398698988628464
RB9gXLgxDXw,0.00023178793667769188
OY97SqzF6ak,0.007914338919925512
x724C_mntSE,0.00022224944216652797
lvfigaZfHRY,0.0031548783511972005
wjSmV2ObcdI,0.0007205908845253108
Q-DmCZcYK6I,0.001811156239819787
HMZecrhIT0A,0.0005970145607956192
3p_IUdFX-O4,0.00017030219581129068
QGB_QMx-1u8,0.00020682964744745717
wlgBXcYx1gI,0.0015759003367450193
wJVSt40tZCg,0.0006760448437316293
pbk_MoHS11Y,0.004159834010343655
tw6yn04GXNA,3.9808565838863844e-05
QoPI12ukIV0,0.0001865201341358615
lnRnF42Y3pY,0.00012120647612769789
n30InDrprfo,0.00039097732086668
8u-elAES20k,0.0003297849909984916
7wJj2hSaz6Q,0.0
iqjzwBnWZu4,0.00010083272316608546
R6XsCXaZyiU,0.00016341842933573962
jJ-_pFer_Ic,0.000334187753890826
rhi3RaXGb_8,0.0004156517079573582
TSqoYlD9Zpw,0.0002974943597152235
QwyLUR7XYbY,4.49208997736571e-05
SYuOec8wmgw,5.482235598718866e-05
xKthNleMn4Q,0.0046991852036034655
X-qeFRNQXbo,0.000281080175713614
MPhNFTdhG3E,0.0011949679985805467
72Dv4s5DyGg,0.0005073577223987045
FJlnBXsYhDo,0.00016317877446680686
Enwp_g0NzSM,0.006024639166973093
gJX8_Htt6Vk,0.0002022530995287503
NMusNLY5yT0,0.0004001842828448224
_bmvtK4YHbk,3.7510784350500766e-05
vfjj0Iot7OE,0.0019419789395534709
ASAzwmORUJk,0.0008923415220252751
1h6oihZHGCE,0.0002089810441899917
qkxSAPxQ_Rc,0.0020764028575619674
vgmbHMcowx4,0.0006920616064048427
GoKzHLQLBiQ,0.001083739809909546
k_4ag6z5G8o,0.00046163814377095456
JJkkhAxd_00,0.02493656959382087
DYK7YOWioas,0.00035164526026144823
DvaqVWV87PM,0.000762078365938316
lsXvF0C1_Kw,0.0005954683733264623
yV9N2_tB7EY,0.0004996388534371587
MiA-98ArQ40,0.00011430152365811683
H2C38DEu12A,0.00036653892348827236
wCI7PkMWO6A,0.0014381974717062034
CDQzXcSG64g,0.0006879815871109777
SrycAULrPs8,0.0011972810134404448
dmW1KBjiOyg,0.00017667076700238508
pmQMR57Fzyo,0.0009649316277018085
4gIe8acCLck,0.0011350976734545832
KvSAsT4Y2HY,0.00034452966400407074
K8vV_K3Kuv4,7.530404006174931e-05
uQtgP7ve3p4,0.0005828310552394996
1SBzlEQyFgE,8.446836359153178e-05
rTYULHMIAnA,7.0762711571878e-05
HyFv04iLgRU,0.001171490337588466
Wh_DXsjslCE,0.00010185193132433259
ciKJSaGkXDg,0.00014063378961185074
Knb_P5PcLHc,0.0011654798893573927
Mv9LJE0Q-LU,0.00010812521427252828
b9VNGae7N0A,0.0005762492065085867
sskFFLTZoQ0,0.00044073102323380483
2vRjGYDaWOM,0.00016451345292661237
4JqcUZM13O8,0.00015206146969714424
QuoO2de2Q0Q,0.0015059406123542564
0jXqujgf0GI,0.00024413078171692194
9_QOYXTvQsA,0.00014124734796628445
rdv6P8_w5e0,0.0005291567326833951
FVgF5FuA-Bw,0.0001394863964056558
w8mvBZX4fvo,0.0006172175052017699
HfHZqoovPHU,0.0006461033960729454
J5nAujZEKmU,0.0021565228931226185
VxV62IlQhQY,0.0009864364981504315
53xlke6q2jk,0.00020170298827951874
A57Awp0Lz48,0.00428934663241586
TqiHJEzJygo,0.0038919970810021892
qfvaCTtijsM,0.0004045779175312854
baxOTnMn0IU,0.0008549846000661972
sk5DrHdTGto,0.0007669224934184106
XJTVA2ev6_o,0.002146026068714104
7HjV5f_AVcs,5.515212795293685e-05
a6BOiQLXVNc,0.0008030786824369904
9XtO9bptUtI,0.001404932875429285
XwVhbUIHgbw,0.0001125331972932015
pH5yY68VWio,0.006987795590299414
1dHOuroDoVs,0.0003199494692866553
17L_VaP-U_s,9.501544784121771e-05
a_PRr8afM60,0.0010035720360605546
jX20836J9C0,0.0004428175001476058
v7f_VZPQg20,0.000788688181195253
PhUi3UUUVv4,0.00020474620514122785
9bZkp7q19f0,0.001720460018609819
mIQToVqDMb8,0.00011143871460355771
CH1XGdu-hzQ,0.00016990514156359438
LZCKHjcLjCk,0.00019156299494538763
rX372ZwXOEM,0.000498441245632146
wcLNteez3c4,0.0005182368661360869
_zw4SMa_9P0,-1
9aDAbQCfUSQ,8.908714952957812e-06
3MaQ2qgzmzM,0.000216921518216371
L9-YSLkwTk8,0.0002132930184501944
QZmkU5Pg1sw,0.000557094469391922
W6pOgARMJOE,1.7782361675454116e-05
wZYYwCYi6_I,0.000542133569496203
E_Opz9hMvV0,5.035404694948065e-05
mP1DPTY4Y7o,9.964397060010275e-05
hWrWmU6VclA,5.931812197339501e-05
wT1Xb2njBX4,0.00011714889670992703
kpZhZAr1cQU,0.0006612359190224015
1T6utlXm6dM,0.0001902455584747311
AsGb8ionxr8,-1
kvsgjlirljg,6.300205136583592e-05
k_ZSiAL7JZc,0.0001548237554390988
4aqkBc14ZC8,0.002180255859437622
VL0sD0Iyjzo,0.00014701213969282875
9HPiBJBCOq8,0.0002085135164889074
SrXAaWyDWOY,0.0004125857094585361
hdiLT7ebHlk,0.013842124953236064
LOsNP2D2kSA,0.0001690056727356542
bjQKCLvtLN0,0.00017896437704309525
ASO_zypdnsQ,0.0009568086045977621
EHOOM9-VBh8,8.088748767514891e-05
vzhJixCzOc4,0.00012560179052374475
85gLPeigWSo,7.926788942556956e-05
_tR4pB2cxwg,0.00903225806451613
ceVlltPBcHg,0.00035663095995044447
lKKfAuvnL_0,0.0012797058478952444
BafPAAOfkUI,5.482438437472068e-05
84vyCo8vFHc,0.0001998268015990696
Rjq2_Mg3pSA,9.003193797329073e-05
DoVWG247tT4,0.00043840161142213926
auPfOA037LA,0.0013089510842993193
s7QE62FDn08,0.0003620593829857598
KxW4T_S5_ns,0.00011567959453669519
tKwdDbdPego,0.0005799822150979248
2zPiQgUQt3E,0.0007013751387728474
_cG7ZVBXQII,0.0002597139574622757
bTPEcRrzhZ8,0.00041912419413824275
prvA-qUptp0,9.784781039175454e-05
z3OswkrEQqo,0.00015826236944132605
FDuqwuxtpXc,0.0007696457743051494
KlwPtIMSWyA,0.0025144990762736466
NK6BCPoR40A,0.0009447290614211141
lDSsauHmu6g,0.00017594759597810056
_xnTXOILPJo,0.002855141639973819
